Bill of Rights,"بل آف رائٹس، آئین میں ترمیم,,شہریوں کے بنیادی حقوق کا تحفظ، آزادی اظہار رائے۔"
Early American Republic,"ابتدائی امریکی جمہوریہ، نئی حکومت کا آغاز,,چیلنجز بہت تھے، قوم کو متحد کرنا تھا۔"
Whiskey Rebellion,"وہسکی بغاوت، ٹیکسوں کے خلاف کسانوں کا احتجاج,,حکومت نے طاقت دکھائی، قانون کی حکمرانی قائم کی۔"
John Adams' presidency,"جان ایڈمز کی صدارت، دوسرا صدر امریکہ کا,,نازک دور، فرانس سے تعلقات کشیدہ۔"
Thomas Jefferson's presidency,"تھامس جیفرسن کی صدارت، تیسرا صدر,,لوزیانا کی خریداری، ملک کو وسعت دی۔"
Louisiana Purchase,"لوزیانا کی خریداری، فرانس سے زمین خریدی,,امریکہ کا رقبہ دگنا ہوا، مغرب کی طرف پھیلاؤ۔"
Lewis and Clark Expedition,"لیوس اور کلارک مہم، مغربی علاقوں کی تلاش,,نئے راستے دریافت کیے، نقشہ بنایا۔"
War of 1812,"1812 کی جنگ، برطانیہ سے دوسری جنگ,,قومی شناخت مضبوط ہوئی، امریکہ نے ثابت قدمی دکھائی۔"
Star-Spangled Banner,"اسٹار سپینگلڈ بینر، قومی ترانہ امریکہ کا,,جنگ کے دوران لکھا گیا، حب الوطنی کا جذبہ۔"
Era of Good Feelings,"احساسات کا دور، سیاسی ہم آہنگی کا وقت,,جیمز مونرو کی صدارت، قوم متحد ہوئی۔"
Monroe Doctrine,"مونرو ڈاکٹرائن، یورپی مداخلت کے خلاف اعلان,,امریکہ نے مغربی نصف کرہ کو اپنا اثر و رسوخ قرار دیا۔"
Jacksonian Democracy,"جیکسونی جمہوریت، عام آدمی کی حکومت,,اینڈریو جیکسن کا دور، جمہوریت میں وسعت۔"
Indian Removal Act,"انڈین ریموول ایکٹ، مقامی امریکیوں کو بے دخل کیا,,زمینوں پر قبضہ، ظلم و ستم کا دور۔"
Trail of Tears,"ٹریل آف ٹیرز، مقامی امریکیوں کی جبری ہجرت,,ہزاروں لوگ مر گئے، دردناک سفر۔"
Manifest Destiny,"مینیفیسٹ ڈیسٹنی، مغربی سمت پھیلاؤ کا نظریہ,,امریکہ کا مقدر ہے، پورے براعظم پر حکومت کرنا۔"
Texas Revolution,"ٹیکساس انقلاب، ٹیکساس کی آزادی کی جنگ,,میکسیکو سے الگ ہو کر، ریپبلک آف ٹیکساس بنا۔"
Mexican-American War,"میکسیکو-امریکی جنگ، ٹیکساس پر تنازعہ,,امریکہ نے میکسیکو کو شکست دی، نئی زمینیں حاصل کیں۔"
California Gold Rush,"کیلیفورنیا گولڈ رش، سونے کی دریافت,,لوگوں کی ہجرت، آبادی میں اضافہ، معاشی ترقی۔"
Compromise of 1850,"1850 کا سمجھوتہ، غلامی کے مسئلے پر سمجھوتہ,,عارضی طور پر بحران ٹالا، لیکن تنازعہ برقرار رہا۔"
Kansas-Nebraska Act,"کنساس-نیبراسکا ایکٹ، غلامی کا مسئلہ پھر اٹھا,,مقبول خودمختاری کا اصول، خونریز جنگ ہوئی۔"
Bleeding Kansas,"بلیڈنگ کنساس، غلامی کے حامیوں اور مخالفین کے درمیان لڑائی,,کنساس میں خانہ جنگی، ملک گیر بحران کا پیش خیمہ۔"
Dred Scott decision,"ڈریڈ سکاٹ فیصلہ، سپریم کورٹ کا فیصلہ,,سیاہ فام شہری نہیں ہو سکتے، غلامی کا مسئلہ مزید الجھا۔"
John Brown's raid on Harpers Ferry,"جان براؤن کا ہارپرز فیری پر حملہ، غلامی کے خلاف بغاوت,,ناکامی ہوئی، لیکن انقلاب کی علامت بن گیا۔"
Election of Abraham Lincoln,"ابراہیم لنکن کا انتخاب، 1860 میں صدر بنے,,جنوبی ریاستوں نے علیحدگی اختیار کی، خانہ جنگی شروع ہوئی۔"
Secession of Southern states,"جنوبی ریاستوں کی علیحدگی، یونین سے الگ ہوئیں,,کنفیڈریٹ اسٹیٹس آف امریکہ بنایا، خانہ جنگی کا آغاز۔"
American Civil War,"امریکی خانہ جنگی، یونین اور کنفیڈریسی کے درمیان لڑائی,,غلامی کا خاتمہ، قوم کو متحد کرنا تھا۔"
Battle of Gettysburg,"گیٹسبرگ کی جنگ، خانہ جنگی کا اہم موڑ,,یونین کی فتح، کنفیڈریسی کی شکست کا آغاز۔"
Emancipation Proclamation,"آزادی کا اعلان، لنکن نے غلاموں کو آزاد کیا,,جنگ کا مقصد بدل گیا، اخلاقی جہت ملی۔"
Abraham Lincoln's assassination,"ابراہیم لنکن کا قتل، خانہ جنگی کے بعد,,قوم سوگ میں ڈوب گئی، رہنما کھو دیا۔"
Reconstruction Era,"تعمیر نو کا دور، خانہ جنگی کے بعد جنوبی ریاستوں کی بحالی,,نسلی مساوات کی کوشش، مشکلات بہت تھیں۔"
13th Amendment,"13ویں ترمیم، آئین میں ترمیم,,غلامی کا خاتمہ، قانونی طور پر غلامی ختم ہوئی۔"
14th Amendment,"14ویں ترمیم، آئین میں ترمیم,,شہری حقوق کی ضمانت، سب کو برابر حقوق۔"
15th Amendment,"15ویں ترمیم، آئین میں ترمیم,,سیاہ فام مردوں کو ووٹ کا حق، جمہوریت میں وسعت۔"
Ku Klux Klan,"کو کلوکس کلان، سفید فام بالادستی کی تنظیم,,سیاہ فاموں پر تشدد، نسلی تعصب کا دور۔"
Jim Crow laws,"جم کرو قوانین، نسلی امتیاز کے قوانین,,جنوبی ریاستوں میں، سیاہ فاموں کو الگ تھلگ کرنا۔"
Westward Expansion after Civil War,"خانہ جنگی کے بعد مغربی سمت پھیلاؤ,,نئی زمینیں آباد ہوئیں، ریلوے لائنیں بچھائی گئیں۔"
Transcontinental Railroad,"ٹرانس کانٹینینٹل ریل روڈ، براعظم پار ریلوے لائن,,مشرق اور مغرب کو جوڑا، تجارت اور سفر آسان ہوا۔"
Industrial Revolution in America,"امریکہ میں صنعتی انقلاب، فیکٹریوں کا قیام,,معاشی ترقی، شہروں کی توسیع، مزدور طبقہ ابھرا۔"
Gilded Age,"گلڈڈ ایج، صنعتی ترقی کا سنہرا دور,,دولت اور غربت میں فرق بڑھا، سماجی مسائل ابھرے۔"
Progressive Era,"ترقی پسند دور، اصلاحات کی تحریک,,سماجی اور سیاسی مسائل حل کرنے کی کوشش۔"
Muckrakers,"مک ریکرز، صحافی جنہوں نے کرپشن کو بے نقاب کیا,,سماجی برائیوں کو اجاگر کیا، اصلاحات کا مطالبہ۔"
Women's Suffrage Movement,"خواتین کی حق رائے دہی کی تحریک,,ووٹ کا حق حاصل کرنے کے لیے جدوجہد، 19ویں ترمیم سے کامیابی۔"
19th Amendment,"19ویں ترمیم، آئین میں ترمیم,,خواتین کو ووٹ کا حق دیا گیا، جمہوریت میں وسعت۔"
Spanish-American War,"ہسپانوی-امریکی جنگ، کیوبا اور فلپائن پر قبضہ,,امریکہ ایک عالمی طاقت بنا، سامراجی عزائم۔"
Progressive Era Reforms,"ترقی پسند دور کی اصلاحات,,کاروباری ضابطے، مزدوروں کے حقوق، سماجی بہبود کے پروگرام۔"
Theodore Roosevelt's presidency,"تھیوڈور روزویلٹ کی صدارت، ترقی پسند صدر,,محافظتی پالیسیاں، مضبوط قیادت۔"
Panama Canal,"پاناما نہر، بحر اوقیانوس اور بحر الکاہل کو جوڑا,,تجارت اور بحری سفر آسان ہوا، انجینئرنگ کا شاہکار۔"
Woodrow Wilson's presidency,"ووڈرو ولسن کی صدارت، پہلی جنگ عظیم کے دوران صدر,,لیگ آف نیشنز کی بنیاد رکھی، امن کی کوشش۔"
World War I and America,"پہلی جنگ عظیم اور امریکہ، پہلے غیر جانبدار رہا,,بعد میں اتحادیوں میں شامل ہوا، جنگ کا رخ موڑا۔"
League of Nations,"لیگ آف نیشنز، بین الاقوامی تنظیم برائے امن,,ولسن کا خواب، لیکن امریکہ شامل نہ ہوا۔"
Roaring Twenties,"روئرنگ ٹوینٹیز، خوشحالی اور تفریح کا دور,,جاز میوزک، فلپر گرلز، ثقافتی انقلاب۔"
Prohibition Era,"پروہیبیشن ایرا، شراب کی ممانعت کا دور,,غیر قانونی شراب خانے، جرائم میں اضافہ۔"
Harlem Renaissance,"ہارلیم رینائسنس، سیاہ فام ثقافتی تحریک,,ادب، فن، موسیقی میں نیا دور۔"
Great Depression,"عظیم کساد بازاری، معاشی بحران,,بے روزگاری، غربت، مشکلات کا دور۔"
Franklin D. Roosevelt's presidency,"فرینکلن ڈی روزویلٹ کی صدارت، گریٹ ڈپریشن اور دوسری جنگ عظیم کے دوران صدر,,نیو ڈیل پالیسیاں، مضبوط قیادت۔"
New Deal,"نیو ڈیل، روزویلٹ کی معاشی پالیسیاں,,بے روزگاری کم کرنے کی کوشش، سماجی تحفظ کا نظام۔"
World War II and America,"دوسری جنگ عظیم اور امریکہ، پرل ہاربر پر حملہ,,اتحادیوں میں شامل ہوا، جنگ جیتی، عالمی طاقت بنا۔"
Pearl Harbor attack,"پرل ہاربر پر حملہ، جاپانی حملہ,,امریکہ جنگ میں شامل ہوا، قومی غصہ۔"
D-Day invasion,"ڈی-ڈے حملہ، نارمنڈی پر اتحادیوں کا حملہ,,جنگ کا رخ موڑا، نازی جرمنی کی شکست کا آغاز۔"
Atomic bombings of Hiroshima and Nagasaki,"ہیروشیما اور ناگاساکی پر ایٹم بمباری,,جنگ کا خاتمہ، لیکن لاکھوں لوگ مارے گئے۔"
United Nations,"اقوام متحدہ، بین الاقوامی تنظیم برائے امن,,دوسری جنگ عظیم کے بعد بنی، امریکہ بانی رکن۔"
Cold War,"سرد جنگ، امریکہ اور سوویت یونین کے درمیان کشیدگی,,آئیڈیالوجیکل جنگ، ہتھیاروں کی دوڑ۔"
Containment policy,"کنٹینمنٹ پالیسی، کمیونزم کو روکنے کی امریکی پالیسی,,سرد جنگ کا بنیادی اصول۔"
Korean War,"کورین جنگ، کمیونسٹ شمالی کوریا اور جنوبی کوریا کے درمیان جنگ,,امریکہ جنوبی کوریا کی حمایت میں شامل ہوا۔"
McCarthyism,"میک کارتھی ازم، کمیونسٹ مخالف مہم,,سیاسی جبر، شہری آزادیوں پر حملہ۔"
Civil Rights Movement,"سول رائٹس موومنٹ، نسلی مساوات کے لیے تحریک,,سیاہ فاموں کے حقوق کے لیے جدوجہد۔"
Brown v. Board of Education,"براؤن بمقابلہ بورڈ آف ایجوکیشن، سپریم کورٹ کا فیصلہ,,سکولوں میں نسلی امتیاز غیر قانونی قرار۔"
Martin Luther King Jr.,"مارٹن لوتھر کنگ جونیئر، سول رائٹس رہنما,,عدم تشدد کا فلسفہ، مساوات کے لیے جدوجہد۔"
March on Washington,"مارچ آن واشنگٹن، سول رائٹس کے لیے بڑا مظاہرہ,,کنگ کا مشہور 'آئی ہیو اے ڈریم' خطاب۔"
Civil Rights Act of 1964,"سول رائٹس ایکٹ 1964، نسلی امتیاز غیر قانونی قرار,,سیاہ فاموں کو برابر حقوق ملے، قانونی فتح۔"
Voting Rights Act of 1965,"ووٹنگ رائٹس ایکٹ 1965، ووٹنگ میں نسلی امتیاز غیر قانونی قرار,,سیاہ فاموں کو ووٹ کا حق استعمال کرنے میں مدد ملی۔"
Vietnam War,"ویتنام جنگ، کمیونسٹ شمالی ویتنام اور جنوبی ویتنام کے درمیان جنگ,,امریکہ جنوبی ویتنام کی حمایت میں شامل ہوا، متنازعہ جنگ۔"
Anti-war movement,"جنگ مخالف تحریک، ویتنام جنگ کے خلاف احتجاج,,نوجوانوں اور طلباء کی تحریک، جنگ کی مخالفت۔"
Counterculture of the 1960s,"1960 کی دہائی کی جوابی ثقافت,,روایتی اقدار کے خلاف بغاوت، آزادی اور تبدیلی کا دور۔"
Space Race,"خلائی دوڑ، امریکہ اور سوویت یونین کے درمیان خلائی مقابلہ,,چاند پر انسان بھیجا، تکنیکی ترقی کا دور۔"
